seed,seatOrder,botJ1,botJ2,winner,winnerFaction,reasonCategory,rounds,blocked,firstPlayerWon,dominationJ1,dominationJ2,unitsLeftJ1,unitsLeftJ2,producedJ1,producedJ2,spentJ1,spentJ2,unspentJ1,unspentJ2,passiveJ1,passiveJ2,decisiveUnit
greenwar-v0.2.6-0,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,6,6,26,15,10,10,21,10,0,0,roseau
greenwar-v0.2.6-1,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,8,8,27,11,10,10,22,6,0,0,nenuphar
greenwar-v0.2.6-2,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,7,4,20,11,10,8,15,8,0,0,carotte
greenwar-v0.2.6-3,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,6,5,19,13,6,6,18,12,0,0,roseau
greenwar-v0.2.6-4,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,6,6,21,14,10,10,16,9,0,0,roseau
greenwar-v0.2.6-5,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,7,7,21,14,10,12,16,7,0,0,roseau
greenwar-v0.2.6-6,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,6,5,15,13,8,10,12,8,0,0,carotte
greenwar-v0.2.6-7,1>2,random,random,2,Hydrophytes,domination,6,0,0,0,4,7,7,22,13,10,10,17,8,0,0,roseau
greenwar-v0.2.6-8,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,7,7,22,12,10,8,17,9,0,0,roseau
greenwar-v0.2.6-9,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,5,5,19,16,8,12,16,9,0,0,algue
greenwar-v0.2.6-10,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,7,4,22,14,12,10,15,9,0,0,carotte
greenwar-v0.2.6-11,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,5,5,5,13,12,6,10,12,7,0,0,roseau
greenwar-v0.2.6-12,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,1,6,5,16,13,8,8,13,10,0,0,carotte
greenwar-v0.2.6-13,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,4,7,7,17,10,10,8,12,7,0,0,roseau
greenwar-v0.2.6-14,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,5,5,17,12,8,8,14,9,0,0,roseau
greenwar-v0.2.6-15,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,2,8,7,20,12,10,10,15,7,0,0,haricot
greenwar-v0.2.6-16,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,5,20,12,12,8,13,9,0,0,tomate
greenwar-v0.2.6-17,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,6,5,15,13,6,10,14,8,0,0,roseau
greenwar-v0.2.6-18,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,5,17,11,8,6,14,10,0,0,haricot
greenwar-v0.2.6-19,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,8,5,25,18,12,8,18,15,0,0,haricot
greenwar-v0.2.6-20,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,8,7,25,17,14,10,16,12,0,0,roseau
greenwar-v0.2.6-21,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,5,5,22,15,8,6,19,14,0,0,roseau
greenwar-v0.2.6-22,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,4,6,6,17,8,6,6,16,7,0,0,roseau
greenwar-v0.2.6-23,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,5,6,17,13,6,8,16,10,0,0,roseau
greenwar-v0.2.6-24,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,8,6,22,15,12,10,15,10,0,0,roseau
greenwar-v0.2.6-25,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,7,6,23,16,14,10,14,11,0,0,carotte
greenwar-v0.2.6-26,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,6,4,18,13,8,6,15,12,0,0,roseau
greenwar-v0.2.6-27,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,5,4,21,14,10,6,16,13,0,0,roseau
greenwar-v0.2.6-28,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,6,7,18,15,8,10,15,10,0,0,roseau
greenwar-v0.2.6-29,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,5,5,14,11,4,6,15,10,0,0,roseau
greenwar-v0.2.6-30,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,5,23,9,10,6,18,8,0,0,carotte
greenwar-v0.2.6-31,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,8,7,22,13,12,12,15,6,0,0,carotte
greenwar-v0.2.6-32,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,7,7,24,15,10,12,19,8,0,0,roseau
greenwar-v0.2.6-33,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,7,20,14,8,10,17,9,0,0,roseau
greenwar-v0.2.6-34,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,8,3,23,10,10,6,18,9,0,0,roseau
greenwar-v0.2.6-35,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,7,19,14,6,10,18,9,0,0,nenuphar
greenwar-v0.2.6-36,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,4,19,14,10,10,14,9,0,0,roseau
greenwar-v0.2.6-37,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,8,6,20,11,12,8,13,8,0,0,roseau
greenwar-v0.2.6-38,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,6,6,19,15,10,8,14,12,0,0,roseau
greenwar-v0.2.6-39,1>2,random,random,2,Hydrophytes,domination,6,0,0,2,4,6,5,18,15,10,8,13,12,0,0,roseau
greenwar-v0.2.6-40,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,7,5,23,18,14,12,14,11,0,0,carotte
greenwar-v0.2.6-41,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,6,5,24,17,8,10,21,12,0,0,
greenwar-v0.2.6-42,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,8,4,24,14,12,8,17,11,0,0,haricot
greenwar-v0.2.6-43,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,5,4,23,16,10,12,18,9,0,0,roseau
greenwar-v0.2.6-44,1>2,random,random,2,Hydrophytes,tiebreak-unites,6,0,0,2,2,7,8,21,10,10,10,16,5,0,0,roseau
greenwar-v0.2.6-45,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,1,8,3,21,17,10,6,16,16,0,0,roseau
greenwar-v0.2.6-46,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,8,4,18,12,10,6,13,11,0,0,haricot
greenwar-v0.2.6-47,1>2,random,random,2,Hydrophytes,domination,6,0,0,3,4,7,6,23,17,10,10,18,12,0,0,roseau
greenwar-v0.2.6-48,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,6,7,14,12,8,10,11,7,0,0,roseau
greenwar-v0.2.6-49,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,6,7,17,19,6,10,16,14,0,0,roseau
greenwar-v0.2.6-50,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,0,7,4,24,15,10,8,19,12,0,0,haricot
greenwar-v0.2.6-51,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,6,20,12,10,8,15,9,0,0,roseau
greenwar-v0.2.6-52,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,4,6,7,17,10,8,10,14,5,0,0,roseau
greenwar-v0.2.6-53,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,5,4,6,11,9,4,6,12,8,0,0,roseau
greenwar-v0.2.6-54,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,4,6,7,17,14,8,10,14,9,0,0,algue
greenwar-v0.2.6-55,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,6,25,17,10,10,20,12,0,0,carotte
greenwar-v0.2.6-56,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,6,5,19,14,8,8,16,11,0,0,roseau
greenwar-v0.2.6-57,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,7,4,18,12,10,8,13,9,0,0,carotte
greenwar-v0.2.6-58,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,2,7,5,22,13,10,10,17,8,0,0,carotte
greenwar-v0.2.6-59,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,6,5,19,14,8,10,16,9,0,0,carotte
greenwar-v0.2.6-60,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,1,7,4,18,12,8,8,15,9,0,0,tomate
greenwar-v0.2.6-61,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,6,7,19,17,10,12,14,10,0,0,roseau
greenwar-v0.2.6-62,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,8,5,21,11,10,8,16,8,0,0,roseau
greenwar-v0.2.6-63,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,1,7,5,24,11,10,8,19,8,0,0,roseau
greenwar-v0.2.6-64,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,5,18,13,8,8,15,10,0,0,roseau
greenwar-v0.2.6-65,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,5,6,18,20,6,10,17,15,0,0,roseau
greenwar-v0.2.6-66,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,6,6,17,11,8,10,14,6,0,0,roseau
greenwar-v0.2.6-67,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,8,7,20,11,12,10,13,6,0,1,roseau
greenwar-v0.2.6-68,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,7,3,20,7,10,2,15,10,0,0,
greenwar-v0.2.6-69,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,7,6,19,16,10,10,14,11,0,0,carotte
greenwar-v0.2.6-70,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,7,7,24,18,12,12,17,11,0,0,roseau
greenwar-v0.2.6-71,1>2,random,random,1,Nourricières,tiebreak-ressources,6,0,1,1,1,5,5,15,17,8,12,12,10,0,0,carotte
greenwar-v0.2.6-72,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,5,7,17,20,8,10,14,15,0,0,roseau
greenwar-v0.2.6-73,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,5,19,13,10,10,14,8,0,0,algue
greenwar-v0.2.6-74,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,6,7,17,14,8,10,14,9,0,0,roseau
greenwar-v0.2.6-75,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,7,7,22,19,12,12,15,12,0,0,roseau
greenwar-v0.2.6-76,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,5,6,17,11,4,8,18,8,0,0,roseau
greenwar-v0.2.6-77,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,8,5,20,16,10,8,15,13,0,0,roseau
greenwar-v0.2.6-78,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,5,7,15,11,6,8,14,8,0,0,roseau
greenwar-v0.2.6-79,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,6,7,18,12,6,10,17,7,0,0,roseau
greenwar-v0.2.6-80,1>2,random,random,1,Nourricières,tiebreak-ressources,6,0,1,2,2,7,7,22,13,10,10,17,8,0,0,haricot
greenwar-v0.2.6-81,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,2,8,6,25,16,14,10,16,11,0,0,carotte
greenwar-v0.2.6-82,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,8,6,21,14,12,10,14,9,0,0,roseau
greenwar-v0.2.6-83,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,7,7,13,11,8,8,10,8,0,0,nenuphar
greenwar-v0.2.6-84,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,8,7,20,13,10,10,15,8,0,0,roseau
greenwar-v0.2.6-85,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,7,6,19,10,10,8,14,7,0,0,roseau
greenwar-v0.2.6-86,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,4,22,12,10,6,17,11,0,0,roseau
greenwar-v0.2.6-87,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,7,7,17,12,8,8,14,9,0,0,roseau
greenwar-v0.2.6-88,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,7,6,20,16,10,12,15,9,0,0,carotte
greenwar-v0.2.6-89,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,7,6,21,16,8,8,18,13,0,0,roseau
greenwar-v0.2.6-90,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,5,14,9,6,6,13,8,0,0,roseau
greenwar-v0.2.6-91,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,5,7,13,17,4,12,14,10,0,0,nenuphar
greenwar-v0.2.6-92,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,4,23,11,14,8,14,8,0,0,roseau
greenwar-v0.2.6-93,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,7,7,17,14,10,10,12,9,0,0,roseau
greenwar-v0.2.6-94,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,5,5,15,11,10,8,10,8,0,1,roseau
greenwar-v0.2.6-95,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,7,5,18,16,8,8,15,13,0,0,roseau
greenwar-v0.2.6-96,1>2,random,random,2,Hydrophytes,domination,6,0,0,0,4,8,6,21,17,12,12,14,10,0,0,algue
greenwar-v0.2.6-97,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,1,0,7,5,17,18,8,10,14,13,0,0,carotte
greenwar-v0.2.6-98,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,8,5,23,10,12,8,16,7,0,0,haricot
greenwar-v0.2.6-99,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,7,18,15,8,14,15,6,0,0,nenuphar
greenwar-v0.2.6-100,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,4,26,18,14,8,17,15,0,0,algue
greenwar-v0.2.6-101,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,6,6,15,10,8,6,12,9,0,0,algue
greenwar-v0.2.6-102,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,5,6,17,14,6,10,16,9,0,0,roseau
greenwar-v0.2.6-103,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,7,5,19,13,10,10,14,8,0,0,roseau
greenwar-v0.2.6-104,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,8,7,22,14,12,8,15,11,0,0,roseau
greenwar-v0.2.6-105,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,5,22,16,10,10,17,11,0,0,carotte
greenwar-v0.2.6-106,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,5,4,18,16,8,6,15,15,0,0,roseau
greenwar-v0.2.6-107,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,4,19,14,10,8,14,11,0,0,nenuphar
greenwar-v0.2.6-108,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,6,24,16,10,10,19,11,0,0,nenuphar
greenwar-v0.2.6-109,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,7,6,26,16,12,8,19,13,0,0,roseau
greenwar-v0.2.6-110,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,7,7,15,11,8,8,12,8,0,0,roseau
greenwar-v0.2.6-111,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,4,18,14,10,10,13,9,0,0,roseau
greenwar-v0.2.6-112,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,5,6,6,14,11,8,10,11,6,0,0,roseau
greenwar-v0.2.6-113,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,4,20,13,12,8,13,10,0,0,nenuphar
greenwar-v0.2.6-114,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,5,18,14,8,10,15,9,0,0,tomate
greenwar-v0.2.6-115,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,5,6,17,13,6,10,16,8,0,0,roseau
greenwar-v0.2.6-116,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,0,0,5,4,14,13,6,10,13,8,0,0,carotte
greenwar-v0.2.6-117,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,5,6,5,10,15,6,8,9,12,0,0,algue
greenwar-v0.2.6-118,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,5,22,15,12,8,15,12,0,0,roseau
greenwar-v0.2.6-119,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,6,6,22,12,10,6,17,11,0,0,roseau
greenwar-v0.2.6-120,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,6,7,16,11,8,10,13,6,0,0,algue
greenwar-v0.2.6-121,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,8,6,14,13,10,10,9,8,0,0,algue
greenwar-v0.2.6-122,1>2,random,random,1,Nourricières,domination,6,0,1,4,2,6,7,17,15,8,8,14,12,0,0,carotte
greenwar-v0.2.6-123,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,6,6,19,12,8,12,16,5,0,0,roseau
greenwar-v0.2.6-124,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,4,15,17,8,10,12,12,0,0,roseau
greenwar-v0.2.6-125,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,8,4,22,14,12,8,15,11,0,0,carotte
greenwar-v0.2.6-126,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,5,3,16,12,4,6,17,11,0,0,nenuphar
greenwar-v0.2.6-127,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,5,6,22,15,8,12,19,8,0,0,algue
greenwar-v0.2.6-128,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,4,18,9,8,8,15,6,0,0,carotte
greenwar-v0.2.6-129,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,3,3,8,5,25,12,14,10,16,7,0,0,carotte
greenwar-v0.2.6-130,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,7,14,19,8,12,11,12,0,0,algue
greenwar-v0.2.6-131,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,5,6,19,16,8,12,16,9,0,0,roseau
greenwar-v0.2.6-132,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,6,15,16,8,12,12,9,0,0,carotte
greenwar-v0.2.6-133,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,8,5,20,12,12,6,13,11,0,0,roseau
greenwar-v0.2.6-134,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,5,22,14,10,6,17,13,0,0,roseau
greenwar-v0.2.6-135,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,6,19,17,10,10,14,12,0,0,roseau
greenwar-v0.2.6-136,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,7,3,22,21,10,10,17,16,0,0,roseau
greenwar-v0.2.6-137,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,5,18,14,6,8,17,11,0,0,roseau
greenwar-v0.2.6-138,1>2,random,random,1,Nourricières,tiebreak-ressources,6,0,1,3,3,6,6,19,12,10,8,14,9,0,0,carotte
greenwar-v0.2.6-139,1>2,random,random,2,Hydrophytes,domination,6,0,0,0,4,6,6,14,15,6,10,13,10,1,0,roseau
greenwar-v0.2.6-140,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,4,7,18,14,6,10,17,9,0,0,roseau
greenwar-v0.2.6-141,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,5,6,12,15,6,12,11,8,0,0,roseau
greenwar-v0.2.6-142,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,4,4,6,11,11,6,6,10,10,0,0,roseau
greenwar-v0.2.6-143,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,5,19,14,10,8,14,11,0,0,roseau
greenwar-v0.2.6-144,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,4,5,21,14,4,8,22,11,0,0,nenuphar
greenwar-v0.2.6-145,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,7,5,16,12,8,8,13,9,0,0,roseau
greenwar-v0.2.6-146,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,7,6,21,16,10,8,16,13,0,0,roseau
greenwar-v0.2.6-147,1>2,random,random,2,Hydrophytes,domination,6,0,0,2,4,6,8,21,13,8,12,18,6,0,0,roseau
greenwar-v0.2.6-148,1>2,random,random,2,Hydrophytes,domination,6,0,0,2,4,5,4,22,17,8,6,19,16,0,0,algue
greenwar-v0.2.6-149,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,5,3,7,17,14,8,12,14,7,0,0,roseau
greenwar-v0.2.6-150,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,7,7,22,18,12,12,15,11,0,0,roseau
greenwar-v0.2.6-151,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,4,19,16,8,8,16,13,0,0,roseau
greenwar-v0.2.6-152,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,5,7,11,11,6,10,10,6,0,0,nenuphar
greenwar-v0.2.6-153,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,5,5,15,13,6,10,14,8,1,0,nenuphar
greenwar-v0.2.6-154,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,5,6,20,16,8,10,17,11,0,0,roseau
greenwar-v0.2.6-155,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,7,6,23,19,10,12,18,12,0,0,roseau
greenwar-v0.2.6-156,1>2,random,random,1,Nourricières,tiebreak-ressources,6,0,1,2,2,7,7,21,15,14,12,12,8,0,0,carotte
greenwar-v0.2.6-157,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,7,8,25,18,12,12,18,11,0,0,roseau
greenwar-v0.2.6-158,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,5,5,5,14,11,8,10,11,6,0,0,roseau
greenwar-v0.2.6-159,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,1,7,5,20,13,10,10,15,8,0,0,roseau
greenwar-v0.2.6-160,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,4,21,9,10,4,16,10,0,0,carotte
greenwar-v0.2.6-161,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,8,6,25,14,14,8,16,11,0,0,tomate
greenwar-v0.2.6-162,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,8,5,20,16,10,10,15,11,0,0,roseau
greenwar-v0.2.6-163,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,5,6,20,16,10,8,15,13,0,0,roseau
greenwar-v0.2.6-164,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,6,5,16,11,12,8,9,8,0,0,roseau
greenwar-v0.2.6-165,1>2,random,random,2,Hydrophytes,tiebreak-unites,6,0,0,2,2,6,7,17,16,8,14,14,7,0,0,roseau
greenwar-v0.2.6-166,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,7,5,24,13,12,8,17,10,0,0,carotte
greenwar-v0.2.6-167,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,7,8,20,13,10,10,15,8,0,0,roseau
greenwar-v0.2.6-168,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,8,6,19,16,12,10,12,11,0,0,haricot
greenwar-v0.2.6-169,1>2,random,random,1,Nourricières,domination,6,0,1,4,3,8,4,18,11,10,8,13,8,0,0,carotte
greenwar-v0.2.6-170,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,6,6,16,11,6,8,15,8,0,0,algue
greenwar-v0.2.6-171,1>2,random,random,1,Nourricières,tiebreak-ressources,6,0,1,2,2,6,6,19,18,8,10,16,13,0,0,haricot
greenwar-v0.2.6-172,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,8,5,21,9,10,6,16,8,0,0,tomate
greenwar-v0.2.6-173,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,6,5,20,14,10,8,15,11,0,0,roseau
greenwar-v0.2.6-174,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,4,6,21,17,8,10,18,12,0,0,roseau
greenwar-v0.2.6-175,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,5,6,17,16,8,10,14,11,0,0,roseau
greenwar-v0.2.6-176,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,6,6,19,15,8,10,16,10,0,0,roseau
greenwar-v0.2.6-177,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,4,6,6,15,14,10,10,10,9,0,0,roseau
greenwar-v0.2.6-178,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,7,5,18,11,8,4,15,12,0,1,nenuphar
greenwar-v0.2.6-179,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,6,4,21,13,8,6,18,12,0,0,carotte
greenwar-v0.2.6-180,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,5,22,16,8,8,19,13,0,0,carotte
greenwar-v0.2.6-181,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,4,7,6,16,12,10,8,11,9,0,0,nenuphar
greenwar-v0.2.6-182,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,6,6,12,9,6,6,11,8,0,0,roseau
greenwar-v0.2.6-183,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,2,7,5,22,14,10,8,17,11,0,0,carotte
greenwar-v0.2.6-184,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,4,4,18,12,8,8,15,9,0,0,roseau
greenwar-v0.2.6-185,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,5,6,16,11,8,8,13,8,0,0,roseau
greenwar-v0.2.6-186,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,2,6,6,23,13,10,10,18,8,0,0,carotte
greenwar-v0.2.6-187,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,8,5,24,17,12,8,17,14,0,0,roseau
